renovation,area,city,floor,kitchen_area,balconies,rooms,house_floors,house_wall_type,lifts,price
Дизайнерский,43.7,Казань,3,8.25,1,2,19,Монолитный,1,7949991.4
Косметический,69.0,Казань,6,8.8,1,3,9,Панельный,1,7899948.0
,50.0,Казань,24,10.3,0,2,25,Монолитный,0,7849000.0
Требует ремонта,49.0,Казань,20,12.0,0,2,25,Кирпично-монолитный,1,7499989.0
косметический,68.0,Казань,8,9.0,0,3,10,Кирпичный,1,7699980.0
косметический,44.0,Казань,24,6.0,0,2,24,Кирпично-монолитный,1,7599988.0
,50.92,Казань,13,5.0,1,2,24,Монолитный,0,7699969.640000001
Требуется,49.0,Казань,21,11.0,0,2,25,Кирпичный,0,7199962.0
,49.2,Казань,11,14.3,1,2,24,Монолитный,0,7299951.600000001
,64.8,Казань,11,6.5,1,3,12,Панельный,1,7599938.399999999
Требует ремонта,50.0,Казань,25,14.0,1,2,25,Кирпично-монолитный,1,7109000.0
,43.6,Казань,24,6.0,1,2,24,Монолитный,0,7398963.600000001
Косметический,68.0,Казань,5,8.0,1,3,9,Панельный,1,7889972.0
Требует ремонта,50.3,Казань,23,11.3,1,2,25,Кирпичный,1,7099995.899999999
,59.7,Казань,5,7.5,1,3,9,Кирпичный,1,7599989.100000001
,50.3,Казань,23,10.0,0,2,25,Монолитный,0,6999999.5
,51.0,Казань,7,6.0,0,2,12,Монолитный,0,7349967.0
,63.2,Казань,6,12.0,0,3,14,Кирпичный,0,7789968.800000001
,64.0,Казань,4,9.0,0,3,9,Блочный,1,7549952.0
Требует ремонта,49.6,Казань,11,12.88,0,2,25,Монолитный,1,6799961.600000001
,44.5,Казань,7,7.8,1,2,10,Блочный,0,7249984.5
Косметический,63.7,Казань,4,8.3,1,3,9,Панельный,1,7649987.800000001
,68.5,Казань,6,9.0,1,3,7,Кирпичный,0,7599938.0
Косметический,68.6,Казань,2,9.8,1,3,5,Панельный,0,7799957.199999999
,53.0,Казань,13,10.6,1,2,17,Кирпичный,0,7989962.0
Требует ремонта,60.7,Казань,10,19.0,0,2,18,Кирпично-монолитный,1,6799978.2
Косметический,51.0,Казань,6,12.0,1,2,6,Кирпичный,0,7249956.0
,38.9,Казань,1,14.0,1,2,24,Кирпично-монолитный,0,6719975.0
Без ремонта,49.0,Казань,2,9.0,1,2,26,Кирпичный,2,6699966.0
Косметический,67.7,Казань,2,7.6,1,3,9,Смешанные,0,7789968.2
Требует ремонта,60.2,Казань,8,12.0,1,2,19,Кирпичный,1,6699959.0
косметический,68.9,Казань,2,8.5,0,3,9,Блочный,1,7599945.600000001
Требует ремонта,50.0,Казань,5,14.0,0,2,25,Кирпично-монолитный,1,6650000.0
,47.8,Казань,10,9.0,1,2,16,Монолитный,0,8099996.8
косметический,51.85,Казань,11,10.0,0,2,19,Монолитный,1,7899969.7
Требует ремонта,60.0,Казань,5,14.0,0,2,20,Кирпично-монолитный,1,6649980.0
,54.0,Казань,6,13.1,1,2,8,Кирпичный,0,8349966.0
,57.7,Казань,3,9.0,1,2,16,Панельный,0,8299971.9
,56.5,Казань,6,15.0,1,2,19,Кирпичный,0,8399968.0
,54.3,Казань,6,8.0,1,2,10,Блочный,0,8499959.1
Косметический,56.5,Казань,14,8.5,1,2,14,Кирпичный,2,7949945.5
,53.0,Казань,4,9.1,1,2,18,Кирпичный,0,8198994.0
Дизайнерский,46.8,Казань,5,12.0,0,2,18,Железобетон,0,8248967.999999999
,61.9,Казань,6,8.4,1,3,10,Панельный,0,8499984.2
,50.4,Казань,4,8.3,0,2,10,Панельный,0,8348961.6
,50.8,Казань,2,6.8,0,2,9,Кирпичный,0,8329980.8
,66.6,Казань,7,7.7,1,3,9,Панельный,0,8499958.2
,68.7,Казань,1,13.1,1,3,10,Кирпичный,0,7949964.0
Требует ремонта,73.1,Казань,7,10.5,1,3,19,Панельный,1,7899990.1
,68.0,Казань,5,7.7,0,3,9,Панельный,1,8249964.0
,73.1,Казань,9,8.1,1,3,9,Кирпичный,0,8499994.899999999
Косметический,61.3,Казань,2,8.0,1,3,9,Кирпичный,1,7989964.6
,73.4,Казань,1,11.0,1,3,9,Кирпично-монолитный,0,7949954.000000001
,75.4,Казань,10,12.3,1,3,10,Кирпичный,0,7799979.2
,65.5,Казань,5,10.0,1,3,9,Блочный,0,8199945.0
Дизайнерский,61.0,Казань,6,6.0,1,3,9,Кирпичный,0,8199986.0
,54.4,Казань,3,7.0,1,3,9,Панельный,0,7899968.0
Косметический,67.0,Казань,4,8.0,0,3,9,Иные,1,8198991.0
Косметический,61.4,Казань,3,8.8,0,3,9,Кирпичный,0,7899969.6
,64.0,Казань,10,8.0,1,3,10,Кирпичный,0,7800000.0
,66.1,Казань,9,14.0,1,3,10,Смешанные,1,8499997.299999999
,70.0,Казань,5,10.9,1,3,5,Кирпичный,0,8199940.0
,66.1,Казань,6,8.0,1,3,9,Панельный,0,8199969.399999999
Косметический,65.4,Казань,10,8.5,1,3,13,Кирпичный,1,8498991.600000001
,62.2,Казань,8,8.6,1,3,10,Панельный,0,8248964.0
,65.8,Казань,9,8.5,1,3,10,Панельный,0,8149988.0
,75.7,Казань,9,12.3,0,3,10,Панельный,1,8298991.0
косметический,62.9,Казань,10,10.6,0,3,10,Панельный,1,8299969.5
,63.2,Казань,8,8.5,1,3,9,Панельный,0,8199947.2
Косметический,65.5,Казань,9,9.0,1,3,9,Иные,1,8199945.0
,67.3,Казань,10,8.0,1,3,10,Кирпичный,1,8148953.199999999
Требуется,64.8,Казань,13,16.0,1,3,20,Кирпичный,0,7699989.6
,62.9,Казань,5,9.0,0,3,9,Панельный,0,8499991.5
Требует ремонта,65.5,Казань,8,13.1,0,3,10,Панельный,1,7799936.5
,66.8,Казань,9,8.5,1,3,9,Панельный,1,8198965.199999999
,66.1,Казань,8,7.0,1,3,9,Панельный,0,8199969.399999999
косметический,63.4,Казань,7,7.6,0,3,10,Панельный,1,8099984.0
Требует ремонта,73.0,Казань,11,12.5,1,3,17,Панельный,1,7499947.0
,65.0,Казань,9,10.0,1,3,9,Блочный,0,8099975.0
,45.0,Казань,1,8.0,1,2,9,Панельный,1,8199990.0
косметический,71.8,Казань,6,8.6,0,3,10,Панельный,1,8149946.199999999
,46.5,Казань,5,12.0,1,2,10,Кирпичный,0,8199996.0
Косметический,62.7,Казань,3,6.8,1,3,9,Иные,0,8348943.9
Косметический,65.0,Казань,3,8.6,0,3,10,Иные,1,8599955.0
,66.0,Казань,3,9.0,1,3,9,Панельный,0,8499942.0
,70.4,Казань,5,9.7,1,3,9,Панельный,0,8199980.800000001
,68.9,Казань,3,7.3,1,3,9,Панельный,0,8449964.9
Косметический,64.0,Казань,2,8.6,1,3,9,Кирпичный,0,8400000.0
косметический,56.0,Казань,4,5.0,1,3,5,Панельный,0,8439984.0
косметический,59.7,Казань,2,8.0,1,3,5,Панельный,0,8198959.2
,66.0,Казань,5,8.0,2,3,9,Иные,1,7999992.0
,59.3,Казань,4,8.0,1,3,5,Панельный,0,8199944.699999999
,67.9,Казань,2,8.9,1,3,9,Кирпичный,0,8479963.100000001
,66.7,Казань,1,7.5,1,3,10,Панельный,0,8149939.600000001
Косметический,74.0,Казань,1,22.1,0,3,5,Панельный,0,8198978.0
косметический,64.0,Казань,9,11.6,1,2,9,Кирпичный,1,8800000.0
,44.4,Казань,7,5.6,1,2,9,Кирпичный,0,8049986.399999999
Косметический,71.0,Казань,2,7.5,1,3,5,Кирпичный,0,8099964.0
,74.3,Казань,1,10.0,0,3,9,Иные,0,8499994.299999999
косметический,74.0,Казань,10,22.1,1,2,10,Кирпичный,1,8799932.0
,62.1,Казань,9,10.0,1,2,9,Кирпичный,1,8698968.0
косметический,63.5,Казань,3,8.4,0,3,10,Панельный,1,8089963.5
Отсутствует,60.0,Казань,10,10.0,0,2,10,Кирпично-монолитный,1,8700000.0
,56.0,Казань,1,20.6,1,2,14,Кирпичный,0,8849960.0
,74.0,Казань,10,17.0,0,2,10,Иные,1,8499936.0
Косметический,64.9,Казань,4,13.3,0,2,9,Кирпичный,0,8599963.9
,45.1,Казань,9,10.0,1,2,14,Кирпичный,0,9149978.200000001
Без ремонта,52.9,Казань,9,0.0,2,2,10,Кирпичный,0,8699986.9
Требует ремонта,56.0,Казань,6,11.0,0,2,10,Кирпичный,1,8499960.0
Дизайнерский,44.0,Казань,10,12.0,1,2,11,Кирпичный,1,8889980.0
Косметический,74.3,Казань,7,13.5,2,2,9,Кирпичный,1,8499994.299999999
,51.5,Казань,8,15.32,1,2,9,Кирпичный,0,8999985.5
Требует ремонта,56.0,Казань,3,15.9,0,2,9,Кирпичный,1,8489992.0
Требует ремонта,53.45,Казань,9,19.4,0,2,9,Монолитный,1,8999964.450000001
,56.0,Казань,4,0.0,0,2,10,Монолитно-кирпичный,0,8499960.0
,55.9,Казань,3,16.0,1,2,9,Кирпичный,0,8329994.399999999
,56.7,Казань,11,7.5,1,2,12,Кирпичный,0,9189992.700000001
Требуется,52.6,Казань,4,12.0,0,2,9,Кирпичный,0,8499949.6
,60.7,Казань,10,15.0,1,2,10,Кирпично-монолитный,0,8889939.9
Косметический,67.0,Казань,8,10.0,0,2,12,Кирпичный,0,9199971.0
,78.0,Казань,3,12.0,1,2,16,Кирпично-монолитный,0,8849958.0
Требуется,59.9,Казань,2,14.1,0,2,10,Кирпичный,0,8599962.799999999
Под чистовой ремонт,49.0,Казань,2,11.6,0,2,9,Кирпичный,1,8549961.0
,62.0,Казань,4,0.0,0,2,9,Кирпичный,0,8599958.0
,68.3,Казань,5,14.0,1,2,16,Кирпично-монолитный,0,8989987.5
Требует ремонта,57.14,Казань,5,16.25,0,2,9,Кирпично-монолитный,1,8889955.48
Требуется,50.7,Казань,9,11.1,0,2,10,Кирпичный,0,9399982.8
,55.3,Казань,9,17.4,1,2,19,Монолитный,0,9399949.299999999
Требует ремонта,68.4,Казань,6,10.37,1,2,10,Кирпично-монолитный,1,9499939.200000001
,66.4,Казань,4,9.5,1,2,4,Кирпичный,0,8799992.0
Требует ремонта,52.5,Казань,5,9.0,1,2,18,Кирпично-монолитный,1,8949990.0
,56.4,Казань,7,17.4,1,2,19,Монолитный,0,9199968.0
,66.0,Казань,10,9.0,1,2,18,Кирпично-монолитный,0,9198948.0
Дизайнерский,65.5,Казань,16,14.0,2,2,20,Кирпичный,2,9199999.0
,55.6,Казань,12,21.0,1,2,19,Кирпичный,0,8899947.6
,64.1,Казань,6,9.5,1,2,15,Кирпичный,1,9098995.0
,79.0,Казань,8,14.4,0,2,9,Кирпичный,0,9498960.0
,52.3,Казань,15,8.0,1,2,16,Монолитный,0,9198994.7
Требует ремонта,61.5,Казань,9,12.0,2,2,17,Монолитный,1,8899972.5
,73.8,Казань,7,13.0,1,3,10,Кирпичный,0,9499978.799999999
Требует ремонта,46.4,Казань,16,15.4,0,2,17,Кирпично-монолитный,1,8990000.0
Косметический,57.7,Казань,11,8.1,0,2,14,Кирпичный,1,8798961.5
,48.4,Казань,16,17.7,1,2,19,Монолитный,0,8699996.799999999
,63.0,Казань,9,8.4,1,3,9,Панельный,0,9499959.0
,54.6,Казань,11,12.0,1,2,16,Кирпично-монолитный,0,8599991.4
,47.5,Казань,15,7.0,1,2,24,Кирпичный,0,8489960.0
,71.6,Казань,7,10.0,1,3,10,Кирпичный,1,9199955.6
Косметический,63.2,Казань,3,11.5,1,2,16,Монолитный,2,8989947.200000001
,53.0,Казань,10,18.0,1,2,16,Кирпичный,1,8299959.0
,63.5,Казань,3,8.6,1,3,9,Панельный,1,9149969.0
,75.0,Казань,7,0.0,0,3,20,Панельный,0,9099975.0
,57.0,Казань,4,9.0,1,3,13,Кирпично-монолитный,0,8899980.0
косметический,67.0,Казань,2,9.8,0,3,10,Панельный,1,9099940.0
Требует ремонта,68.0,Казань,8,8.0,0,3,9,Панельный,1,8898956.0
,69.0,Казань,8,12.0,0,3,10,Кирпичный,0,8799984.0
косметический,78.5,Казань,5,14.2,2,3,18,Кирпичный,1,8989977.0
косметический,65.8,Казань,7,7.8,1,3,9,Панельный,1,8659938.0
,75.1,Казань,7,7.6,1,4,10,Кирпичный,0,8799992.7
,67.0,Казань,7,25.95,1,3,10,Панельный,0,8649968.0
,68.3,Казань,7,7.8,1,3,9,Панельный,1,8659961.9
Требует ремонта,80.0,Казань,7,12.5,1,3,19,Панельный,1,8800000.0
Косметический,67.8,Казань,3,18.3,0,3,19,Кирпичный,0,8849934.0
Требует ремонта,77.14,Казань,9,12.44,0,3,15,Монолитный,1,8809927.98
Требует ремонта,75.5,Казань,7,12.5,1,3,19,Панельный,1,8599978.5
,69.9,Казань,6,10.0,1,3,10,Панельный,0,8548979.700000001
,81.7,Казань,1,13.5,1,3,14,Панельный,0,8998928.200000001
,68.0,Казань,2,17.4,1,3,20,Монолитный,0,8789952.0
Требует ремонта,72.0,Казань,9,10.37,1,3,17,Кирпично-монолитный,1,8499960.0
Требует ремонта,75.5,Казань,7,12.5,1,3,19,Панельный,1,8499941.0
Хороший,65.5,Казань,1,13.2,1,3,10,Панельный,1,8849967.0
Требует ремонта,74.9,Казань,11,12.5,1,3,17,Панельный,1,8499951.600000001
Косметический,72.1,Казань,1,10.9,0,3,10,Монолитный,0,8599943.799999999
,69.3,Казань,6,11.0,1,3,19,Монолитный,0,8389943.1
,64.6,Казань,3,13.0,1,3,10,Панельный,1,8599939.6
,70.3,Казань,2,7.8,0,3,9,Панельный,0,8699976.5
,66.0,Казань,8,8.0,1,3,9,Панельный,0,8799978.0
Требует ремонта,80.0,Казань,5,12.25,1,3,10,Панельный,1,8450000.0
,60.0,Казань,1,15.0,0,3,7,Кирпичный,0,8499960.0
косметический,72.9,Казань,1,9.8,1,3,9,Кирпичный,1,8699958.9
,69.0,Казань,8,13.0,1,3,10,Панельный,1,8648943.0
Предчистовая,57.0,Казань,3,9.0,0,2,4,Кирпично-монолитный,0,8399976.0
,62.0,Казань,1,8.0,0,3,10,Иные,1,8499952.0
Требует ремонта,69.2,Казань,3,7.4,1,3,9,Панельный,1,8799956.4
,66.0,Казань,1,9.6,1,3,10,Панельный,1,8599998.0
Косметический,67.9,Казань,3,7.9,1,3,14,Кирпичный,1,8799975.8
,65.8,Казань,7,8.0,1,3,9,Панельный,0,8899976.4
,68.5,Казань,9,0.0,0,3,9,Панельный,0,8699979.5
,55.0,Казань,8,20.0,1,3,9,Кирпичный,0,8599965.0
,73.0,Казань,3,10.0,1,3,19,Панельный,0,8999951.0
,73.5,Казань,10,0.0,0,3,10,Кирпичный,0,10499989.5
косметический,69.3,Казань,8,12.5,0,3,10,Кирпичный,1,10299989.7
,80.0,Казань,2,13.0,1,3,10,Кирпично-монолитный,0,10100000.0
,76.3,Казань,4,8.0,0,4,9,Иные,0,9999954.299999999
Косметический,75.7,Казань,2,7.6,1,3,5,Иные,0,10299969.1
,65.5,Казань,3,9.6,1,3,10,Панельный,0,9994972.5
Косметический,76.5,Казань,2,8.3,0,4,10,Иные,0,9899941.5
Косметический,65.9,Казань,1,7.9,0,3,9,Иные,0,9999995.5
,73.6,Казань,1,7.8,1,3,3,Кирпичный,0,9799987.2
,76.7,Казань,6,12.0,1,3,19,Кирпично-монолитный,0,9948987.1
,80.4,Казань,1,16.8,1,2,5,Кирпичный,0,9999991.200000001
,81.6,Казань,2,7.0,1,3,7,Кирпичный,0,9498974.399999999
,78.0,Казань,10,12.0,1,3,19,Панельный,0,9799998.0
косметический,76.0,Казань,1,9.0,0,3,14,Кирпичный,1,9500000.0
Предчистовая,80.6,Казань,3,15.7,0,3,4,Кирпичный,1,9399975.0
,62.3,Казань,11,10.0,0,2,16,Кирпичный,0,9599993.9
косметический,73.8,Казань,10,8.0,0,3,10,Кирпичный,1,9299980.799999999
