id,offer_views,city,lat,lon,price_sq,area,floor,kitchen_area,bathroom_type,balconies,renovation,is_apartment,rooms,has_gas,house_floors,house_wall_type,lifts,freight_lifts,time_on_foot_to_subway,build_year,urgent,duplicates_count,sale_type,is_auction,all_data.house.ceiling_height,all_data.house.has_garbage_disposer,all_data.is_auction,all_data.object_info.living_area,all_data.object_info.window_view[0].display_name,all_data.object_info.window_view[1].display_name,all_data.object_info.window_view[2].display_name,all_data.object_info.window_view[3].display_name,all_data.object_info.window_view[4].display_name,all_data.object_info.loggias,all_data.legal_options.approve,all_data.legal_options.mortgage,all_data.legal_options.is_individual,all_data.legal_options.is_owner,all_data.legal_options.owner_minors,all_data.legal_options.residence_minors,all_data.object_info.redevelopment,all_data.house.security[0].display_name,all_data.house.security[1].display_name,all_data.house.security[2].display_name,all_data.house.security[3].display_name,all_data.house.parking[0].display_name,all_data.house.parking[1].display_name,all_data.house.parking[2].display_name,all_data.house.parking[3].display_name,all_data.house.parking[4].display_name,all_data.house.yard[0].display_name,all_data.house.yard[1].display_name,all_data.house.infrastructure[0].display_name,all_data.house.infrastructure[1].display_name,all_data.house.infrastructure[2].display_name,all_data.house.infrastructure[3].display_name,all_data.house.infrastructure[4].display_name,all_data.legal_options.years_ownership.display_name,all_data.legal_options.owner_count,all_data.object_info.garage_type.display_name
1824687197,637,Москва,"55,750976","37,8343",321455,"26,1",8,6,Раздельный,0,Евро,False,1,True,9,Панельный,1,0,17,1973,False,0,Свободная продажа,False,"2,64",true,false,"14,3",Двор,,,,,,true,,false,false,false,false,false,Домофон,,,,Во дворе,,,,,Детская площадка,Спортивная площадка,Школа,Детский сад,Торговый центр,,,Больше пяти,1,
1686389600,2007,Москва,"55,644623","37,713593",250000,32,1,6,Совмещенный,1,Евро,False,1,False,9,Железобетон,1,1,15,1980,False,0,Альтернатива,False,"2,7",true,false,19,Двор,,,,,,true,,false,false,,,,Домофон,Консьерж,Закрытая территория,Кодовая дверь,Во дворе,Охраняемая,,,,Детская площадка,Спортивная площадка,Школа,Детский сад,Парк,Фитнес,,От трех до пяти,1,
1842176142,88,Москва,"55,673935","37,612892",314393,"26,4",10,4,None,0,евроремонт,True,1,None,11,Панельный,1,0,3,1976,False,0,Свободная продажа,False,4,,false,10,Двор,Улица,,,,,true,false,,,,,,,,,,,,,,,,,,,,,,,,
1909122198,0,Москва,"55,59427","37,657808",253822,"32,7",8,7,None,0,Евро,None,1,True,9,Панельный,1,0,33,1972,False,0,Альтернатива,False,"2,65",true,false,19,Двор,,,,,,true,false,,,,,,,,,,,,,,,Детская площадка,,,,,,,,,Наземная парковка
1751333444,62,Москва,"55,744267","37,769567",390476,21,2,3,Совмещенный,0,Евро,False,1,True,5,Кирпичный,0,0,17,1968,False,0,Альтернатива,False,"2,6",false,false,"12,1",Двор,,,,,,true,,true,false,,,,,,,,,,,,,,,,,,,,Больше пяти,1,
1572058789,3569,Москва,"55,868536","37,497063",380000,20,4,5,Совмещенный,0,Евро,False,0,False,4,Кирпичный,0,0,19,1956,False,1,Свободная продажа,False,"3,3",,false,15,Улица,,,,,,true,,true,false,,,,Домофон,Консьерж,Закрытая территория,Кодовая дверь,Во дворе,Охраняемая,Со шлагбаумом,,,,,Школа,Детский сад,Торговый центр,Парк,Фитнес,Меньше трех,1,
1913429271,0,Москва,"55,718359","37,79834",251572,"31,8",2,6,Совмещенный,1,Евро,False,1,True,5,Блочный,0,0,7,1966,False,0,Свободная продажа,False,,false,false,"18,5",Двор,,,,,,true,,false,false,false,false,false,Кодовая дверь,,,,,,,,,Детская площадка,,,,,,,,1,
1910809741,0,Москва,"55,753635","37,668678",515151,"16,5",5,"4,5",None,0,Евро,True,1,True,7,Кирпичный,1,0,10,1957,False,0,Свободная продажа,False,"3,1",true,false,7,Улица,,,,,,true,false,,,,,,,,,,Наземная,,,,,Детская площадка,,,,,,,,,Наземная парковка
1833801945,1564,Москва,"55,762844","37,679188",327459,"24,4",1,0,None,0,евроремонт,True,0,None,4,Кирпичный,1,0,14,,False,1,Свободная продажа,False,"3,2",false,false,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
1881851585,0,Москва,"55,799907","37,518003",456571,"17,5",3,4,None,0,Евро,None,0,None,5,Кирпичный,0,0,11,1962,False,0,Свободная продажа,False,"2,5",,false,"8,5",Улица,,,,,,true,true,,,,,,,,,,,,,,,,,,,,,,,,
1909237128,0,Москва,"55,754","37,669288",496969,"16,5",5,4,Совмещенный,1,Евро,True,0,True,8,Кирпичный,1,0,13,1957,False,0,Свободная продажа,False,,true,false,,Двор,,,,,,true,,false,false,false,false,false,,,,,,,,,,,,,,,,,,,
1811359529,149,Москва,"55,799036","37,532592",522156,"15,3",2,0,Совмещенный,0,Евро,True,0,None,4,Кирпичный,1,0,3,1968,False,0,Свободная продажа,False,3,,false,,Улица,,,,,,true,,false,false,false,false,false,Кодовая дверь,Консьерж,,,,,,,,Спортивная площадка,Детская площадка,Школа,Детский сад,Торговый центр,Фитнес,,Меньше трех,1,
1822522462,205,Москва,"55,79394","37,569593",417085,"19,9",2,5,Совмещенный,0,Евро,False,1,False,5,Блочный,0,0,13,1964,False,0,Свободная продажа,False,"2,5",false,false,10,Двор,,,,,,true,,true,false,false,false,false,,,,,,,,,,Детская площадка,,Школа,Торговый центр,,,,Меньше трех,2,
1774818475,7563,Москва,"55,683397","37,45955",284946,"27,9",1,4,None,0,евроремонт,True,0,True,5,Панельный,1,0,21,1957,False,0,Свободная продажа,False,,false,false,"17,3",,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,
